research_signal,production_candidate,eligible_candidate,cluster,execution_intent,order,position,entry_deal,exit_deal,closed_strategybook_trade,reported_r,recomputed_r,final_status,classification
SSR|ASIA_HIGH|20260211|1770829500|FINAL,SSRP|ASIA_HIGH|20260211|1770829500|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260211,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260211|1770830400|FINAL,SSRP|ASIA_HIGH|20260211|1770830400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260211,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260212|1770915300|FINAL,SSRP|ASIA_LOW|20260212|1770915300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260212,,,,,,false,,,REJECT_OWNERSHIP,owned position limit reached count=1
SSR|ASIA_LOW|20260212|1770915600|FINAL,SSRP|ASIA_LOW|20260212|1770915600|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260212,,,,,,false,,,REJECT_OWNERSHIP,owned position limit reached count=1
SSR|ASIA_HIGH|20260213|1770996600|FINAL,SSRP|ASIA_HIGH|20260213|1770996600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,558,558,558,559,true,2.0000,2.0000000000001195,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260213|1771000200|FINAL,SSRP|ASIA_HIGH|20260213|1771000200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260213|1771000500|FINAL,SSRP|ASIA_HIGH|20260213|1771000500|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260213|1771001100|FINAL,SSRP|ASIA_HIGH|20260213|1771001100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260213|1771001400|FINAL,SSRP|ASIA_HIGH|20260213|1771001400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260213|1771004400|FINAL,SSRP|ASIA_HIGH|20260213|1771004400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260213|1771004700|FINAL,SSRP|ASIA_HIGH|20260213|1771004700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260213|1771005000|FINAL,SSRP|ASIA_HIGH|20260213|1771005000|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771344000|FINAL,SSRP|ASIA_LOW|20260217|1771344000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,560,560,560,561,true,0.7892,0.7892016082711201,EXECUTED,broker-executed
SSR|ASIA_LOW|20260217|1771347600|FINAL,SSRP|ASIA_LOW|20260217|1771347600|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771348500|FINAL,SSRP|ASIA_LOW|20260217|1771348500|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771349400|FINAL,SSRP|ASIA_LOW|20260217|1771349400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771349700|FINAL,SSRP|ASIA_LOW|20260217|1771349700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771355400|FINAL,SSRP|ASIA_LOW|20260217|1771355400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771355700|FINAL,SSRP|ASIA_LOW|20260217|1771355700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260217|1771357800|FINAL,SSRP|ASIA_LOW|20260217|1771357800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260218|1771405800|FINAL,SSRP|ASIA_HIGH|20260218|1771405800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260218,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260218,562,562,562,563,true,2.0000,2.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260218|1771406700|FINAL,SSRP|ASIA_HIGH|20260218|1771406700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260218,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771501800|FINAL,SSRP|ASIA_HIGH|20260219|1771501800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,564,564,564,565,true,2.0000,2.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260219|1771502100|FINAL,SSRP|ASIA_HIGH|20260219|1771502100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771527000|FINAL,SSRP|ASIA_HIGH|20260219|1771527000|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771527300|FINAL,SSRP|ASIA_HIGH|20260219|1771527300|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771528800|FINAL,SSRP|ASIA_HIGH|20260219|1771528800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771529100|FINAL,SSRP|ASIA_HIGH|20260219|1771529100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771542900|FINAL,SSRP|ASIA_HIGH|20260219|1771542900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260219|1771544700|FINAL,SSRP|ASIA_HIGH|20260219|1771544700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260220|1771574400|FINAL,SSRP|ASIA_HIGH|20260220|1771574400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,566,566,566,567,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260220|1771578900|FINAL,SSRP|ASIA_HIGH|20260220|1771578900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260220|1771579200|FINAL,SSRP|ASIA_HIGH|20260220|1771579200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260220|1771580100|FINAL,SSRP|ASIA_HIGH|20260220|1771580100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260220|1771580700|FINAL,SSRP|ASIA_HIGH|20260220|1771580700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260220|1771581900|FINAL,SSRP|ASIA_HIGH|20260220|1771581900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260220|1771596900|FINAL,SSRP|ASIA_HIGH|20260220|1771596900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260224|1771947300|FINAL,SSRP|ASIA_LOW|20260224|1771947300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,568,568,568,569,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20260224|1771953900|FINAL,SSRP|ASIA_LOW|20260224|1771953900|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260224|1771956300|FINAL,SSRP|ASIA_LOW|20260224|1771956300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260224|1771956600|FINAL,SSRP|ASIA_LOW|20260224|1771956600|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260224|1771959300|FINAL,SSRP|ASIA_LOW|20260224|1771959300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260224|1771959600|FINAL,SSRP|ASIA_LOW|20260224|1771959600|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260225|1772045100|FINAL,SSRP|ASIA_HIGH|20260225|1772045100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260225,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260225,570,570,570,571,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260225|1772048100|FINAL,SSRP|ASIA_HIGH|20260225|1772048100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260225,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260225|1772048400|FINAL,SSRP|ASIA_HIGH|20260225|1772048400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260225,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260226|1772123400|FINAL,SSRP|ASIA_LOW|20260226|1772123400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260226,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260226,572,572,572,573,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20260226|1772126700|FINAL,SSRP|ASIA_LOW|20260226|1772126700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260226,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260226|1772127300|FINAL,SSRP|ASIA_LOW|20260226|1772127300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260226,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772448600|FINAL,SSRP|ASIA_HIGH|20260302|1772448600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,574,574,574,575,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260302|1772449500|FINAL,SSRP|ASIA_HIGH|20260302|1772449500|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772450100|FINAL,SSRP|ASIA_HIGH|20260302|1772450100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772451900|FINAL,SSRP|ASIA_HIGH|20260302|1772451900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772452200|FINAL,SSRP|ASIA_HIGH|20260302|1772452200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772452500|FINAL,SSRP|ASIA_HIGH|20260302|1772452500|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772453400|FINAL,SSRP|ASIA_HIGH|20260302|1772453400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772455200|FINAL,SSRP|ASIA_HIGH|20260302|1772455200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772455800|FINAL,SSRP|ASIA_HIGH|20260302|1772455800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772456400|FINAL,SSRP|ASIA_HIGH|20260302|1772456400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772457300|FINAL,SSRP|ASIA_HIGH|20260302|1772457300|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772458200|FINAL,SSRP|ASIA_HIGH|20260302|1772458200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772458800|FINAL,SSRP|ASIA_HIGH|20260302|1772458800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772460600|FINAL,SSRP|ASIA_HIGH|20260302|1772460600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772461200|FINAL,SSRP|ASIA_HIGH|20260302|1772461200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772462100|FINAL,SSRP|ASIA_HIGH|20260302|1772462100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772463900|FINAL,SSRP|ASIA_HIGH|20260302|1772463900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260302|1772465700|FINAL,SSRP|ASIA_HIGH|20260302|1772465700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260302|1772475300|FINAL,SSRP|ASIA_LOW|20260302|1772475300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,576,576,576,577,true,1.9997,1.9996546961325892,EXECUTED,broker-executed
SSR|ASIA_LOW|20260302|1772475900|FINAL,SSRP|ASIA_LOW|20260302|1772475900|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260302|1772477700|FINAL,SSRP|ASIA_LOW|20260302|1772477700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260302|1772478300|FINAL,SSRP|ASIA_LOW|20260302|1772478300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260302|1772479200|FINAL,SSRP|ASIA_LOW|20260302|1772479200|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260302|1772481000|FINAL,SSRP|ASIA_LOW|20260302|1772481000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260302|1772483700|FINAL,SSRP|ASIA_LOW|20260302|1772483700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260303|1772525400|FINAL,SSRP|ASIA_LOW|20260303|1772525400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,578,578,578,579,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20260303|1772526900|FINAL,SSRP|ASIA_LOW|20260303|1772526900|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260303|1772527800|FINAL,SSRP|ASIA_LOW|20260303|1772527800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260303|1772528100|FINAL,SSRP|ASIA_LOW|20260303|1772528100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20260303|1772534100|FINAL,SSRP|ASIA_LOW|20260303|1772534100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260304|1772626200|FINAL,SSRP|ASIA_HIGH|20260304|1772626200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,580,580,580,581,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20260304|1772626800|FINAL,SSRP|ASIA_HIGH|20260304|1772626800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260304|1772627100|FINAL,SSRP|ASIA_HIGH|20260304|1772627100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260304|1772633400|FINAL,SSRP|ASIA_HIGH|20260304|1772633400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20260304|1772633700|FINAL,SSRP|ASIA_HIGH|20260304|1772633700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
